url,type
http://000-845int283-000.xyz/directing/Meridian/?&sessionid=5e639134cbdf89db4243214a433b2426&securessl=true,phishing
http://000-845int283-000.xyz/directing/www.atbonline.com/ATB/details.html,phishing
http://000-845int283-000.xyz/directing/www.atbonline.com/ATB/login.html,phishing
http://000-845int283-000.xyz/directing/www.atbonline.com/ATB/question.php,phishing
http://000-845int283-000.xyz/directing/www.cibc.mobi/ebm-mobile-anp/accountConfirm.php,phishing
http://000-845int283-000.xyz/directing/www.cibc.mobi/ebm-mobile-anp/account.php,phishing
http://00092-4k4.pages.dev,phishing
http://000agreementmail.weebly.com,phishing
http://0.0.0assets.cryptonight.net,phishing
http://000ccee008762200ccceecc.pages.dev,phishing
http://000chgojhd78jhvbwreuvk.webnode.com,phishing
http://000codashoppfreee-771.duckdns.org,phishing
http://0.0.0dbs.cryptonight.net,phishing
http://000dmobilt9034.com/Finance/atb/details.php,phishing
http://000dmobilt9034.com/Finance/atb/finishmsg.html,phishing
http://000dmobilt9034.com/Finance/atb/secquestions.php,phishing
http://000dmobilt9034.com/Finance/desj,phishing
http://000dmobilt9034.com/Finance/desj/index91484101498.php?08eaba1418ff27509e0ddc6c519199ed=,phishing
http://000f9e-48.myshopify.com/bigi2001,phishing
http://000ficohs99onli22.125mb.com,phishing
http://0.0.0fileserver.cryptonight.net,phishing
http://000-hidro-1.info/Finance/desj,phishing
http://000-hidro-1.info/Finance/desj/index91484101498.php,phishing
http://000ind002.webflow.io,phishing
http://000jbjdvvdhjvbdjvndvdv.s3.us-east-2.amazonaws.com/hvhhjlhjgjghccbv/xcontent.html,phishing
http://000l34e.wcomhost.com/?fbclid=IwAR0bTLKRzZoi5OU7l2Jy29nIPaepITsvtkgGMXlTLwh8x-wn6Yj6mmFqRRU,phishing
http://000l.weebly.com,phishing
http://000m8ih.wcomhost.com/mama/0f78b/index_2.html,phishing
http://000m8ih.wcomhost.com/mama/23a2c/index_2.html,phishing
http://000m8ih.wcomhost.com/mama/53c3e/index_2.html,phishing
http://000m8ih.wcomhost.com/mama/adee9/index_2.html,phishing
http://000m8ih.wcomhost.com/mama/c4fce/index_2.html,phishing
http://000m8ih.wcomhost.com/nass1/072b7/index_2.html,phishing
http://000m8ih.wcomhost.com/nass1/0dde4/index_2.html,phishing
http://000m8ih.wcomhost.com/nass1/19423/index_2.html,phishing
http://000m8ih.wcomhost.com/nass1/288f1/index_2.html,phishing
http://000m8ih.wcomhost.com/nass1/36388/index_2.html,phishing
http://000m8ih.wcomhost.com/nass1/44739/index_2.html,phishing
http://000m8ih.wcomhost.com/nass1/575bd/index_2.html,phishing
http://000m8ih.wcomhost.com/nass1/a2554/index_2.html,phishing
http://000m8ih.wcomhost.com/nass1/b412b/index_2.html,phishing
http://000m8ih.wcomhost.com/nass1/bec05/index_2.html,phishing
http://000m8ih.wcomhost.com/nass1/c5487/index_2.html,phishing
http://000m8ih.wcomhost.com/nass1/c6b64/index_2.html,phishing
http://000m8ih.wcomhost.com/nass1/fe249/index_2.html,phishing
http://000m8ih.wcomhost.com/papa/24083/index_2.html,phishing
http://000m8ih.wcomhost.com/papa/3d7bf/index_2.html,phishing
http://000m8ih.wcomhost.com/papa/98ed0/index_2.html,phishing
http://000m8ih.wcomhost.com/papa/b6f27/index_2.html,phishing
http://000m8ih.wcomhost.com/papa/c12e7/index_2.html,phishing
http://000m8ih.wcomhost.com/papa/c4eed/index_2.html,phishing
http://0.0.0mail3.cryptonight.net,phishing
http://0.0.0ns6.cryptonight.net,phishing
http://000nt6r.wcomhost.com/suspension/home/check/valid/access,phishing
http://000o2ba.wcomhost.com/mail/good/customer_center/customer-IDPP00C435/myaccount/signin,phishing
http://000o2ba.wcomhost.com/mail/good/customer_center/customer-IDPP00C443/myaccount/signin,phishing
http://000o5eh.wcomhost.com/admin/customer_center/customer-IDPP00C352/myaccount/signin/?locale.x=en_,phishing
http://000o5eh.wcomhost.com/logssss/customer_center/customer-IDPP00C332/myaccount/signin/?locale.x=en_,phishing
http://000o8dc.wcomhost.com/www.santanderbanco.es/bancosantander/es/particulares/Santander,phishing
http://000o8dc.wcomhost.com/www.santanderbanco.es/bancosantander/es/particulares/Santander/085a79cda16f5e151892fc6d32ab48ae/codigo_incorrecta.php,phishing
http://000o8dc.wcomhost.com/www.santanderbanco.es/bancosantander/es/particulares/Santander/085a79cda16f5e151892fc6d32ab48ae/firma_electronica.php,phishing
http://000o8dc.wcomhost.com/www.santanderbanco.es/bancosantander/es/particulares/Santander/085a79cda16f5e151892fc6d32ab48ae/Mi_cuenta.php,phishing
http://000o8dc.wcomhost.com/www.santanderbanco.es/bancosantander/es/particulares/Santander/085a79cda16f5e151892fc6d32ab48ae/Phone_Number.php,phishing
http://000o8dc.wcomhost.com/www.santanderbanco.es/bancosantander/es/particulares/Santander/085a79cda16f5e151892fc6d32ab48ae/sms_codigo.php,phishing
http://000o8dc.wcomhost.com/www.santanderbanco.es/bancosantander/es/particulares/Santander/584afb0ead7021795f04d7a317fe3b61,phishing
http://000o8dc.wcomhost.com/www.santanderbanco.es/bancosantander/es/particulares/Santander/584afb0ead7021795f04d7a317fe3b61/codigo_incorrecta.php,phishing
http://000o8dc.wcomhost.com/www.santanderbanco.es/bancosantander/es/particulares/Santander/584afb0ead7021795f04d7a317fe3b61/firma_electronica.php,phishing
http://000o8dc.wcomhost.com/www.santanderbanco.es/bancosantander/es/particulares/Santander/584afb0ead7021795f04d7a317fe3b61/Mi_cuenta.php,phishing
http://000o8dc.wcomhost.com/www.santanderbanco.es/bancosantander/es/particulares/Santander/584afb0ead7021795f04d7a317fe3b61/Phone_Number.php,phishing
http://000o8dc.wcomhost.com/www.santanderbanco.es/bancosantander/es/particulares/Santander/584afb0ead7021795f04d7a317fe3b61/sms_codigo.php,phishing
http://000ogwl.wcomhost.com/fasc/admin/customer_center/customer-IDPP00C963/myaccount/signin,phishing
http://000ogwl.wcomhost.com/img/imager/png/customer_center/customer-IDPP00C378/myaccount/signin,phishing
http://000ogxd.wcomhost.com/loggss/customer_center/customer-IDPP00C899/myaccount/signin,phishing
http://000ogxd.wcomhost.com/logs/customer_center/customer-IDPP00C557/myaccount/signin,phishing
http://000ogxd.wcomhost.com/logssss/customer_center/customer-IDPP00C196/myaccount/signin,phishing
http://000ogxd.wcomhost.com/loogs/customer_center/customer-IDPP00C844/myaccount/signin,phishing
http://000ogxd.wcomhost.com/mass/customer_center/customer-IDPP00C384/myaccount/success,phishing
http://000ogxd.wcomhost.com/tops/customer_center/customer-IDPP00C176/myaccount/signin,phishing
http://000ogxd.wcomhost.com/tops/customer_center/customer-IDPP00C266/myaccount/signin,phishing
http://000ogxd.wcomhost.com/trustme/customer_center/customer-IDPP00C849,phishing
http://000oiq3.wcomhost.com/drunk/customer_center/customer-IDPP00C374/myaccount/signin,phishing
http://000oiq3.wcomhost.com/GBTGNT24R4TTRH8TR5BHT5BHR5B5RT/TRGRTG5R1GVRF6V5G6R54GE6R5G4REG56ER/RTG5RTG15TG5TG15T4GRTG45TRG5RTG5/customer_center/customer-IDPP00C432/myaccount/signin,phishing
http://000p0d5.wcomhost.com/AmeliAssurance/remboursement/login/iframe-page1.html,phishing
http://000p0dg.wcomhost.com/deadme/customer_center/customer-IDPP00C689/myaccount/signin,phishing
http://000p0dg.wcomhost.com/homelucky/customer_center/customer-IDPP00C889/myaccount/signin/?locale.x=en_,phishing
http://000p4en.wcomhost.com/Ameli-Assurance/remboursement/login,phishing
http://000p4en.wcomhost.com/Ameli-Assurance/remboursement/login/iframe-page1.html,phishing
http://000p4en.wcomhost.com/Ameli-Assurance/remboursement/login/iframe-page2.html,phishing
http://000p4en.wcomhost.com/Ameli-Assurance/remboursement/login/iframe-page3.html,phishing
http://000p6vl.wcomhost.com/Ameli-Assurance/remboursement/login,phishing
http://000p6vl.wcomhost.com/Ameli-Assurance/remboursement/login/iframe-page1.html,phishing
http://000p6vl.wcomhost.com/Ameli-Assurance/remboursement/login/iframe-page2.html,phishing
http://000p6vl.wcomhost.com/Ameli-Assurance/remboursement/login/iframe-page3.html,phishing
http://000p7l3.wcomhost.com/Ameli-Assurance/remboursement/login,phishing
http://000p7l3.wcomhost.com/Ameli-Assurance/remboursement/login/iframe-page1.html,phishing
http://000p7l3.wcomhost.com/Ameli-Assurance/remboursement/login/iframe-page2.html,phishing
http://000p7l3.wcomhost.com/Ameli-Assurance/remboursement/login/iframe-page3.html,phishing
http://000p8my.wcomhost.com/MobileFree/moncompte/0fb86c687f6cb25cbf1d9c191a2a123d,phishing
http://000p8my.wcomhost.com/MobileFree/moncompte/1e7fa6e7d7061724890964baebdc21ca,phishing
http://000p8my.wcomhost.com/MobileFree/moncompte/609ece9f991062e8013222f292181b43,phishing
http://000p8my.wcomhost.com/MobileFree/moncompte/725244d964b68f9fd56edc530811d354,phishing
http://000pbob.wcomhost.com/en-fr/systeme-,phishing
http://000pbox.wcomhost.com/Ameli-assurance/remboursement/login,phishing
http://000pbox.wcomhost.com/Ameli-assurance/remboursement/login/iframe-page1.html,phishing
http://000pbox.wcomhost.com/Ameli-assurance/remboursement/login/iframe-page2.html,phishing
http://000pbox.wcomhost.com/Ameli-assurance/remboursement/login/iframe-page3.html,phishing
http://0.0.0t.cryptonight.net,phishing
http://000unlock.000webhostapp.com/WA,phishing
http://000update.mytinyhomevillage.org,phishing
http://000webfirst.co/b2156dfabecf76c15b876b24ceb4ca6f/ses/session_index,phishing
http://000webhostanjay.000webhostapp.com,phishing
http://000web-signon.4nmn.com,phishing
http://000web-signon.4nmn.com/275ffad390cf0bc83bead9fc3682dfcf/contact404.php?token=1cf27d377dc7455b7433c2170af9c519287cf771391aa0de2ffef270bbd6749dbd7376182021d334ba1ad40448c2364088d5456c9504e3267e5f7887ce8b0795,phishing
http://000web-signon.4nmn.com/275ffad390cf0bc83bead9fc3682dfcf/email1001.php?token=1cf27d377dc7455b7433c2170af9c519287cf771391aa0de2ffef270bbd6749dbd7376182021d334ba1ad40448c2364088d5456c9504e3267e5f7887ce8b0795,phishing
http://000web-signon.4nmn.com/275ffad390cf0bc83bead9fc3682dfcf/verify303.php?token=1cf27d377dc7455b7433c2170af9c519287cf771391aa0de2ffef270bbd6749dbd7376182021d334ba1ad40448c2364088d5456c9504e3267e5f7887ce8b0795,phishing
http://000web-signon.4nmn.com/b3ac3775e06cffcc7a4cbf5860f433cc/contact404.php?token=02da5a1cd0b6cf912c6902cbaad040258729a68f0e4be9d4bb02c716dca6c6594487aafdb4fe9bac9a68d3f1d9fcbf1ee666dd984e5769d041a5f3c6b48e92d3,phishing
http://000web-signon.4nmn.com/b3ac3775e06cffcc7a4cbf5860f433cc/email1001.php?token=02da5a1cd0b6cf912c6902cbaad040258729a68f0e4be9d4bb02c716dca6c6594487aafdb4fe9bac9a68d3f1d9fcbf1ee666dd984e5769d041a5f3c6b48e92d3,phishing
http://000web-signon.4nmn.com/b3ac3775e06cffcc7a4cbf5860f433cc/verify303.php?token=02da5a1cd0b6cf912c6902cbaad040258729a68f0e4be9d4bb02c716dca6c6594487aafdb4fe9bac9a68d3f1d9fcbf1ee666dd984e5769d041a5f3c6b48e92d3,phishing
http://000web-signon.4nmn.com/f6f3637f416e89b3ddcd9f91f4872e87/?token=7e2c43faaf2e634c50ea74e9087e8c4e2b9a4945860378ad8ce6762f37d51989f252a41a8a9f1dfbcedf9c81ef72690a3cce286022493de5635953fe5fc8e493,phishing
http://000wechost.000webhostapp.com/wex/index.php,phishing
http://0.0.0wsus.cryptonight.net,phishing
http://000wuwtg000ywwtvwt0y.networkmcn.com,phishing
http://00100090087678111111.co.vu/confirmid.php,phishing
http://001002005452133333.co.vu/confirmid.php,phishing
http://00100601120140002.cf/?confirm-account=,phishing
http://00100601120140009.ml,phishing
http://001107018.studentserver.com.au/aaa/wpp,phishing
http://00112378.com,phishing
http://00129r.asia/pubg,phishing
http://0012b3a1.89dduvdjsi.shop/amagc,phishing
http://0013009.com/banks/Scotia,phishing
http://001420990998183-dot-wetransfer-auth-file-342.appspot.com,phishing
http://0016666888110008888.ml,phishing
http://00169763258316485.eu-gb.cf.appdomain.cloud,phishing
http://00186.shop,phishing
http://001892.com/pages/tabbar/peidan/peidan,phishing
http://001-a3s.pages.dev,phishing
http://001-a6j.pages.dev,phishing
http://001as98fhas89fasf8h0a0ash0ahshfas00ashf0hasfa0fhs0a9fah.azurewebsites.net,phishing
http://001dreamery.sa.com/sg,phishing
http://001dreamery.sa.com/sg/cc.php,phishing
http://001dreamery.sa.com/sg/sms.php,phishing
http://001dreamery.sa.com/sg/tel.php,phishing
http://001-eca.pages.dev,phishing
http://001-prime-000.com/Amazon/17ab9,phishing
http://001-prime-000.com/Amazon/17ab9/details.php,phishing
http://001-prime-000.com/Amazon/17ab9/index2.php,phishing
http://001-prime-000.com/Amazon/17ab9/wallet.php,phishing
http://001-prime-000.com/Amazon/dbf00,phishing
http://001-prime-000.com/Amazon/dbf00/details.php,phishing
http://001-prime-000.com/Amazon/dbf00/index2.php,phishing
http://001-prime-000.com/Amazon/dbf00/wallet.php,phishing
http://001tr3nsf00.com/banks/cibc/ebm-mobile-app/index.html,phishing
http://001tr3nsf00.com/banks/Desjardins,phishing
http://001tr3nsf00.com/banks/Desjardins/ondetverifier.html,phishing
http://001tr3nsf00.com/banks/Simplii,phishing
http://001user.moonfruit.com,phishing
http://001verifydetails-secure0.dynamic-dns.net/b2.php,phishing
http://001verifydetails-secure0.dynamic-dns.net/bill1.php,phishing
http://001verifydetails-secure0.dynamic-dns.net/bill2.php,phishing
http://001verifydetails-secure0.dynamic-dns.net/email1.php,phishing
http://001verifydetails-secure0.dynamic-dns.net/email2.php,phishing
http://001verifydetails-secure0.dynamic-dns.net/login1.php,phishing
http://001wasmab.evadeetvous.com,phishing
http://001wasmab.evadeetvous.com/56834,phishing
http://001wasmab.evadeetvous.com/56834/Login.html,phishing
http://00200500145200002.co.vu/confirmid.php,phishing
http://002.195533.xyz,phishing
http://00223.cc,phishing
http://00272781hubpointmicrosoft.myportfolio.com,phishing
http://002gltz1wz1ltltz1w0wltw02gtz1.trackfiz.net,phishing
http://002hostman.xyz/2909jottu.ga/khdwus-sdewsddsa-dewsodiewax-dewswqpaoxs-sdewqoas-dwqaos-dwaosiqaw5305/GhpC0deEr0Mn0D88df000CGact0f0dfMnd0Mn00Er0807,phishing
http://002paymts234.com/js/directing/desjardins/identifiantunique/index.php,phishing
http://002paymts234.com/js/directing/desjardins/identifiantunique/ondetverifier.html,phishing
http://002paymts234.com/js/directing/desjardins/identifiantunique/questions.php,phishing
http://002paymts234.com/js/directing/www.atbonline.com/ATB/complete.html,phishing
http://002paymts234.com/js/directing/www.atbonline.com/ATB/login.html,phishing
http://002paymts234.com/js/directing/www.atbonline.com/ATB/question.php,phishing
http://002redir023.dns04.com,phishing
http://002v.pages.dev,phishing
http://0031f0031f.zibonalam.com,phishing
http://003455-1318019027.cos.eu-frankfurt.myqcloud.com/Onedrive.html,phishing
http://003d6db553fcd8ae426bf76f121e0878-dot-cloud-365-000.el.r.appspot.com,phishing
http://004261200-conf1rm.000webhostapp.com/fb/applogin.htm?news=,phishing
http://004261200-conf1rm.000webhostapp.com/fb/comfrim.htm,phishing
http://00435eb8.nd-8wjsn.cloud/amagc,phishing
http://004605.com,phishing
http://0046.paypal-merchant.ru,phishing
http://004767666634154.litoralsulpremium.com.br/?411842625130068=RGFuaWVsYS5Cb2xsbWFubkBzZWxsYnl0ZWwuZGU=,phishing
http://0047e852.jdhuwoskz.cloud/amagc,phishing
http://004935b0.bwxt5e.shop/amagc,phishing
http://004agreementmail.weebly.com,phishing
http://004ca7f.netsolhost.com/godaddy/godaddy.php?24927eed531b3f78f73375d80614f3a4&email=a@a.c&.rand=sso.godaddy.com.aspx,phishing
http://004ca7f.netsolhost.com/godaddy/sso.godaddy.comloginapp=email&realm=pass.php,phishing
http://00514cdeadd561c329964c042008341e-dot-solidstar-improts.uk.r.appspot.com,phishing
http://00531688.0fhsdakffirer.org.cn/amagc,phishing
http://005350049846275.nikkgpkvzv.957733539760618.avpcwvidxgiu.williamhnelson.org/vi/@@@.php/aGouY2hhZUBoeXVuZGFpLXdpYS5jb20=,phishing
http://005ad4b1.rg38he.shop/amagc,phishing
http://005desj-verfact1.com/index91484101498.php?0f80a34b45194f212ca3504c624e256c,phishing
http://00-5fu.pages.dev,phishing
http://005pyn4t.com/bg/directing/desjardins/identifiantunique/index.php,phishing
http://005pyn4t.com/bg/directing/desjardins/identifiantunique/ondetverifier.html,phishing
http://005pyn4t.com/bg/directing/desjardins/identifiantunique/questions.php,phishing
http://005pyn4t.com/bg/directing/www.atbonline.com/ATB/complete.html,phishing
http://005pyn4t.com/bg/directing/www.atbonline.com/ATB/login.html,phishing
http://005pyn4t.com/bg/directing/www.atbonline.com/ATB/question.php,phishing
http://005pyn4t.com/bg/directing/www.cibc.mobi/ebm-mobile-anp/account.php,phishing
http://005pyn4t.com/bg/directing/www.cibc.mobi/ebm-mobile-anp/ebm-mobile-app/index.html,phishing
http://005-user.anzhiyu.workers.dev,phishing
http://005verf-desj01controle.com/index91484101498.php?4fa72ad29efe0d5448e44b708272c979=,phishing
http://005verfdesj-action.com/index91484101498.php?425a98a00cfba127f6b03a2490700f5c,phishing
http://005verf-desjactnow.com/index91484101498.php?efe15099e64cb229ce3f3ecd44373e84,phishing
http://005verf-desj.com/index91484101498.php,phishing
http://005verf-desjcontrole01.com/index91484101498.php?e7ba90d65cc732dd74224a64fd71ac6b,phishing
http://00600501450003000.cf,phishing
http://00610eb3e0ff28bce54e44ddfb2aa544-dot-gle9392420309493993.rj.r.appspot.com,phishing
http://006186.alertbyte.com/e.php,phishing
http://00669.cc,phishing
http://006l5.mjt.lu/lnk/AWMAABASsQMAAAAAAAAAACMfzNwAAAABIFsAAAAAABnK-gBkHNaoRpelEazwR8mqWVLPopW26QAY8aY/1/ZCWr76kt0efI0Pz-nmuhBQ/aHR0cHM6Ly9pbm1hY29sLm1pdGllbmRhb25saW5lLmNvbS93YWRvemkvTk9TTklUQ0gvbG9naW4ucGhwPzkxNjI4NXBvcHBv,phishing
http://006online0service0.000webhostapp.com/enbo/enbofa-auth/B,phishing
http://006.zzz.com.ua,phishing
http://0070e26e-ac97-4dd9-a7c9-08cb4d2b1678.id.repl.co,phishing
http://007595d4969707fd4a3543145addf49b-dot-gle9392420309493993.rj.r.appspot.com,phishing
http://007954335-reviewpagepages.pages.dev,phishing
http://007-c1z.pages.dev,phishing
http://008009989987890007.co.vu/confirmid.php,phishing
http://008308026233305.kitlanchesisa.com.br/?646531296009345=Y3VydGlzLmZsZXRjaGVyQHByb2Nhc2VtYW5hZ2VtZW50LmNvbQ==,phishing
http://00877.cc,phishing
http://00895c85.voag.cn/amagc,phishing
http://008ecdda.encrypted.pages.dev,phishing
http://008ecdda.encrypted.pages.dev/%233mail@b.c,phishing
http://008f5c4e.doekeopsmn.cloud/amagc,phishing
http://009-288-49.weeblysite.com,phishing
http://00941.webflow.io,phishing
http://009812kivip.top,phishing
http://009812kivip.top/wap,phishing
http://00987.ru.com/ap/updation,phishing
http://0099887.com,phishing
http://0099.amazoonz.net,phishing
http://0099extuyafeliciades092.c1.biz,phishing
http://009bf6e1.fei124970841.cn/amagc,phishing
http://009da4dd.ucoqun.cn/amagc,phishing
http://009krewamz.duckdns.org/xfimobilebill.verify.restore.rectify,phishing
http://00accountmxspotfy.com/MxPro,phishing
http://00banc0we8pichi.000webhostapp.com,phishing
http://00bbfl2ke6.1qw2es2z.xyz/index/usps/index.html,phishing
http://00.buh30-00.ru/wp-content/themes/cg/excelz,phishing
http://00c.16mb.com/facebook-confirm,phishing
http://00-c1aimn0w.com/directing/desjardins/identifiantunique/indentification.php,phishing
http://00-c1aimn0w.com/directing/desjardins/identifiantunique/index.php,phishing
http://00-c1aimn0w.com/directing/desjardins/identifiantunique/questions.php,phishing
http://00-c1aimn0w.com/directing/www.atbonline.com/ATB/details.html,phishing
http://00-c1aimn0w.com/directing/www.atbonline.com/ATB/logging.php,phishing
http://00-c1aimn0w.com/directing/www.atbonline.com/ATB/login.html,phishing
http://00-c1aimn0w.com/directing/www.atbonline.com/ATB/question.php,phishing
http://00-c1aimn0w.com/directing/www.cibc.mobi/ebm-mobile-anp/account.php,phishing
http://00c238ff.hsduecinfj.com.cn/amagc,phishing
http://00c3aecd.shop-game.xyz/amah5,phishing
http://00c85b59-4f3f-4376-8b3d-de07cf5249d3.htmlcomponentservice.com/get_draft?id=99ea0e_8eddaa8b0b3b6316a653bbd03eb5b48f.html,phishing
http://00ca83f5-b7df-418d-ace5-e303a7e99cdf.htmlcomponentservice.com/get_draft?id=00ca83_a7193b5de6787a1b69104989f9c4a5d8.html,phishing
http://00ca83f5-b7df-418d-ace5-e303a7e99cdf.htmlcomponentservice.com/get_draft?id=00ca83_c7540f6a65b9ee02029f22455a1c09f1.html,phishing
http://00cb1fdf0f06f80cc0f92381d99539744c16407d.000webhostapp.com,phishing
http://00chase-secure001.duckdns.org/chase2,phishing
http://00chase-secure001.duckdns.org/chase2/surf2.php,phishing
http://00chase-secure001.duckdns.org/chase2/surf3.php,phishing
http://00chase-secure001.duckdns.org/chase2/surf4.php,phishing
http://00citizens0nline4ccess.com,phishing
http://00crookedness.sa.com/Servizio_Assistenza_Posteltaliane,phishing
http://00d58d714e7df.granu.co.tz,phishing
http://00d94bf3262617342.tempsite.link/TXT-TXT-TXT/FZEDOAPLEIZEZA/BVBR/TWSAL/v.php,phishing
http://00df723e.d23822.cn/amagc,phishing
http://00e94yahoouserid092e-apra02ios16win11.netlify.app,phishing
http://00eafbac.89dduvdjsi.shop/amagc,phishing
http://00f025b3.d26218.cn/amagc,phishing
http://00f28a5a21c09720affa474c7b4f134c-dot-gle9392420309493993.rj.r.appspot.com,phishing
http://00f405db.yejb4g.shop/amagc,phishing
http://00ff0ice-0utl00k-authenticate.pages.dev,phishing
http://00gty.ru.com/goldf/gbsources,phishing
http://00gty.ru.com/molp/AMENCN-1,phishing
http://00hbp0.000webhostapp.com/desk/index.html,phishing
http://00hub.actibetw.com/customer_center/user-464761,phishing
http://00hub.actibetw.com/customer_center/user-686485,phishing
http://00itweb.16mb.com/facebook-confirm,phishing
http://00itweb.16mb.com/facebook-confirm/log.php,phishing
http://00jayres.36voicemail.com/?VGH=amF5cmVzQHNqaHMtZ3BvLmNh,phishing
http://00jmtol5tlmgpaxz4douvgbsnvj6v4eygpaxz4douvg-com.cf,phishing
http://00laconian.sa.com/fr/1/pdf/doc/PDF,phishing
http://0.0l.cryptonight.net,phishing
http://00luminarious.sa.com/45op,phishing
http://00m-i.cloud,phishing
http://00m-i-cloud.mipaginaweb.us,phishing
http://00m-i-cloud.mipaginaweb.us/expire/index2.html,phishing
http://00mmym.duckdns.org,phishing
http://00mtbverify.ddns.net,phishing
http://0.0mx03.cryptonight.net,phishing
http://00nba-zkbw.000webhostapp.com/logi,phishing
http://00netflix00.blogspot.com,phishing
http://00np8.app.link,phishing
http://00oeady.cn/hsbc-w,phishing
http://00pix.sa.com/login.php,phishing
http://00pozrjbpm.xyz/ap/signin?key=a@b.c&openid.assoc_handle=jpflex&openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&openid.identity=http://specs.openid.net/auth/2.0/identifier_select&openid.mode=checkid_setup&openid.ns=http://specs.openid.net/auth/2.0&openid.pape.max_auth_age=0&openid.return_to=https://www.amazon.co.jp/?ref_%3Dnav_em_hd_re_signin&ref_=nav_em_hd_clc_signin,phishing
http://00ql.paypal-merchant.ru,phishing
http://00refund123.com/directing/easyweb.td.com/waw/idp/secquestions.php,phishing
http://00refund321-mobile.com/directing/www1.royalbank.com/cgi-bin/rbaccess/rbunxcgi/ClientSignin.htm,phishing
http://00rm-huntiiingtonbnk.dynamic-dns.net/user,phishing
http://00rm-huntiiingtonbnk.dynamic-dns.net/user/login.php?cmd=login_submit&id=8d3435d955aa9c99cdfeca1b18d5d75d8d3435d955aa9c99cdfeca1b18d5d75d&session=8d3435d955aa9c99cdfeca1b18d5d75d8d3435d955aa9c99cdfeca1b18d5d75d,phishing
http://00sprintcap001.000webhostapp.com/secure-dropbox/secure-dropbox/document/index.php,phishing
http://00tyw0aytaw0tawtuaty.touryar.net,phishing
http://00uyyu0gwytwuyytw00w.ketix.net,phishing
http://00vg00ytvy0w0v00v000.nakla.org,phishing
http://00wellsfarg.azurewebsites.net/w/80affea719/inner_pag.php?secure.wellsfargo.com/auth/update?st=1495820365&SAMLart=AAQBpeoEQCR14WDgSxaU4QNGCHpGcoS1f4NLjC0xtf7HCH1JW8J4%2FhAWkSA%3D,phishing
http://00wellsfarg.azurewebsites.net/w/80affea719/outer_pag.php,phishing
http://00wellsfarg.azurewebsites.net/w/8c02ab773b,phishing
